lemma,freq,per_million
επιβραδυντός,1,0.15
υποδήμα,1,0.15
δορά,1,0.15
χαλιά,1,0.15
κλήθηκε,1,0.15
δορά·,1,0.15
κοινοβούλιου,1,0.15
ομογενούς,1,0.15
βενζο[a]ανθρακένιο,1,0.15
βενζο[e]ακεφαινανθρυλένιο,1,0.15
βενζο[a]πυρένιο·,1,0.15
βενζο[def]χρυσένιο,1,0.15
βενζο[j]φλουορανθένιο,1,0.15
βενζο[k]φλουορανθένιο,1,0.15
διβενζο[a,1,0.15
χλωροβενζοτριχλωρίδιο,1,0.15
βενζοτριχλωρίδιο,1,0.15
χλωροτολουόλιο·,1,0.15
βενζυλοχλωρίδιο,1,0.15
"1,2-βενζολοδικαρβοξυλικό",1,0.15
δι-(c,1,0.15
διακλαδισμένος,1,0.15
αλυσίδας)-αλκυλεστέρες,1,0.15
πλούσιος,1,0.15
c7,1,0.15
δις(2-μεθοξυαιθύλιο,1,0.15
διισοπεντυλεστέρας,1,0.15
πεντυλεστέρας,1,0.15
εξυλεστέρας,1,0.15
1-μεθυλο-2-πυρρολιδόνη,1,0.15
nmp,1,0.15
διμεθυλοφορμαμίδιο·,1,0.15
διμεθυλοφορμαμίδιο,1,0.15
βενζολαμίνη,1,0.15
"4,4′-(4-ιμινοκυκλοεξα-2,5-διενυλιδενομεθυλενο)διανιλίνη·",1,0.15
"4-[4,4′-δις(διμεθυλαμινο)βενζυδρυλιδενο]κυκλοεξα-2,5-διεν-1-υλιδενο]διμεθυλαμμώνιο·",1,0.15
κετόνη,1,0.15
202-027-5,1,0.15
τολουιδίνιο,1,0.15
θειική,1,0.15
"2,4-διαμινοανισόλη",1,0.15
υδροχλωρική,1,0.15
κινολίνη,1,0.15
2018/1557,1,0.15
finansinspektionen,1,0.15
κορώνα,1,0.15
οκταπλάσια,1,0.15
2018/1580,1,0.15
πγδ,1,0.15
ταϊλάνδης,1,0.15
ουόν,1,0.15
231/2013,1,0.15
2011/61/εε·»·,1,0.15
99.»·,1,0.15
εφαρμογή.»·,1,0.15
2011/61/εε.»·,1,0.15
1·»·,1,0.15
2009/65/εκ.»·,1,0.15
ημέρες·»·,1,0.15
διαθέσει.»·,1,0.15
ε)·»·,1,0.15
στοιχείο.»·,1,0.15
ιδρύματος·»·,1,0.15
περίπτωση·»·,1,0.15
ρευστότητας·»·,1,0.15
ii):»·,1,0.15
ληφθούν.»·,1,0.15
26.»·,1,0.15
διαδικτύου·»·,1,0.15
δικαιολογητικά.»·,1,0.15
αντισυμβαλλόμενος.»·,1,0.15
ισχύει.»·,1,0.15
τράπεζες.»·,1,0.15
περίοδος·,1,0.15
εισροής.»·,1,0.15
πράξης.»·,1,0.15
2018/1624,1,0.15
προτιμός,1,0.15
καταργηθεί,1,0.15
06.00,1,0.15
09.00,1,0.15
απεικονίσεις,1,0.15
υποβολή·,1,0.15
προσδιορίζουν,1,0.15
6.7.2016,1,0.15
υποδομες,1,0.15
αναγνωριζόμενες,1,0.15
πιστωτή,1,0.15
φυλάξεως,1,0.15
κεφαλαιαγορές,1,0.15
z-serv,1,0.15
1606/2002κανονισμός,1,0.15
παρεμβληθεί,1,0.15
επίσημο,1,0.15
περιμέτρου,1,0.15
"01.01;380,010",1,0.15
μετατρέφω,1,0.15
0365,1,0.15
01.02;020;010,1,0.15
01.02;150;010,1,0.15
0332,1,0.15
01.00;530;010,1,0.15
01.00;750;010,1,0.15
κελίς,1,0.15
04.00;770;010,1,0.15
04.00;780;010,1,0.15
ενδοομιλικέςς,1,0.15
απεριόριστες,1,0.15
l.4,1,0.15
l.14,1,0.15
g.4,1,0.15
05.02).τα,1,0.15
ψευδοκωδικοί,1,0.15
obs.1,1,0.15
obs.3,1,0.15
volksbank,1,0.15
m.b,1,0.15
voor,1,0.15
влоговете,1,0.15
в,1,0.15
банките,1,0.15
agencija,1,0.15
štednih,1,0.15
uloga,1,0.15
άλλων,1,0.15
finančního,1,0.15
bvr,1,0.15
γιβραλτάρ,1,0.15
innstæðueigenda,1,0.15
ιρλανδικό,1,0.15
investicijų,1,0.15
nederlandsche,1,0.15
ochrany,1,0.15
vkladov,1,0.15
συμπληρούμενα,1,0.15
χρεοπαγών,1,0.15
-2.8,1,0.15
4.7,1,0.15
04.04.01,1,0.15
2015/2366/εκ·,1,0.15
22.02,1,0.15
04.01,1,0.15
22.01,1,0.15
πραγματοποιηθείσων,1,0.15
2015/2366/εκ,1,0.15
σημαντικός·,1,0.15
περιορισμένος·,1,0.15
07.01;070,1,0.15
2.7.1.4,1,0.15
07.01,1,0.15
07.02;0060,1,0.15
07.01;0070,1,0.15
2.7.1.2,1,0.15
διψήφιο,1,0.15
μονοψήφιος,1,0.15
θεσμοθετημένη,1,0.15
0040-0050,1,0.15
0020.πρέπει,1,0.15
παρεμποδιζόταν,1,0.15
συντάκτης,1,0.15
παρέχουσες,1,0.15
επιτελούμενη,1,0.15
εμποδιζόταν,1,0.15
sss,1,0.15
κα-παράγωγα,1,0.15
α»)·,1,0.15
εμποθίσδιμαι,1,0.15
χρηματαποστολών,1,0.15
2018/1627,1,0.15
7»·,1,0.15
2&3,1,0.15
268,1,0.15
154ια,1,0.15
συνιστουν,1,0.15
και]50,1,0.15
—τιτλοποίηση,1,0.15
κινδύνους—,1,0.15
—συμπληρωματικός,1,0.15
εξόφλησης—,1,0.15
290-400,1,0.15
κκα—,1,0.15
1-υποθήκες,1,0.15
2-υποθήκες,1,0.15
3-απαιτήσεις,1,0.15
4-χρηματοδοτικός,1,0.15
5-δάνεια,1,0.15
6-καταναλωτικά,1,0.15
9-καλυμμένα,1,0.15
συσχετίσεων—,1,0.15
1.26,1,0.15
και.1.2.2,1,0.15
9.4.2.1(γ)(ii,1,0.15
πίστωση/,1,0.15
εξυπηρετούμενων·,1,0.15
τουκκα,1,0.15
c41.00,1,0.15
"250,030",1,0.15
3.8.4.1,1,0.15
1422·,1,0.15
2018/1637,1,0.15
επιφορτισμένο/-η,1,0.15
εναπόκεινται,1,0.15
συνεδρίασή,1,0.15
εκπροσωπούν·,1,0.15
διεξοδικότερο,1,0.15
ελαστικότερες,1,0.15
αξιόπιστη·,1,0.15
νόμο·,1,0.15
εμφανή·,1,0.15
ανακύψουν·,1,0.15
αυτοπροσώπως,1,0.15
ασκεί,1,0.15
βασιζόμενους,1,0.15
υποβάλλοντης,1,0.15
κρούσματος,1,0.15
εξαιρεθεί·,1,0.15
υποβαλλόντων·,1,0.15
2018/1640,1,0.15
βαίνουν,1,0.15
εποπτεύοντα,1,0.15
απρόοπτης,1,0.15
αναπληρωτών·,1,0.15
επαναξιολογούνται,1,0.15
εφημερίδας)·,1,0.15
2018/1641,1,0.15
θέματος,1,0.15
κατανοήνω,1,0.15
στάθμισή,1,0.15
αναξιόπιστες·,1,0.15
επαληθεύσιμη·,1,0.15
διαβουλεύσεις·,1,0.15
συντομότερου,1,0.15
διακυβευθεί,1,0.15
αντιπροσωπευτικός/-ή,1,0.15
2018/1642,1,0.15
αρτιότητάς,1,0.15
διατάρασσε,1,0.15
2018/1643,1,0.15
συνεισφέροντής,1,0.15
2018/1699,1,0.15
συγκρισιμότητητα,1,0.15
επιχείρησή,1,0.15
διαυγής,1,0.15
ιεράρχησης·,1,0.15
χαρακτηριστές,1,0.15
διαλυτότητα,1,0.15
διαβαθμιζόμενος,1,0.15
υποχρόνια,1,0.15
ιστοπαθολογικό,1,0.15
βρογχοκυψελιδικό,1,0.15
έκπλυμα,1,0.15
καταχωρίζοντες,1,0.15
καταχώρισης.»·,1,0.15
0.3,1,0.15
λειτουργίας.»·,1,0.15
0.5,1,0.15
εκπονούμενο,1,0.15
στ·,1,0.15
σεξουαλικός,1,0.15
3.10·,1,0.15
0.11,1,0.15
1.0.3,1,0.15
3.0.2,1,0.15
ασφαλείας.»·,1,0.15
5.0,1,0.15
ασφάλειας:»·ς,1,0.15
συσσωμάτωση,1,0.15
xi.1.5,1,0.15
παρασκευασμένης,1,0.15
φουλερενίων,1,0.15
νανοσωλήνος,1,0.15
άκρα·,1,0.15
συστατικών·,1,0.15
κοινοχρησια,1,0.15
ερευνώντας,1,0.15
εξετάζοντας,1,0.15
απαιτήσεις.»·,1,0.15
νεων,1,0.15
παραπροϊόντων,1,0.15
παρεμποδιστών,1,0.15
φασματικά,1,0.15
υπεριώδους,1,0.15
υπέρυθρου,1,0.15
λειτουργικοποίησης,1,0.15
χαρακτηρισμός·,1,0.15
κρυσταλλικότητα,1,0.15
κελυφοειδών,1,0.15
κοίλων,1,0.15
2.4.»·,1,0.15
ετησιως,1,0.15
εισαγωγεα,1,0.15
qsar,1,0.15
στοιχεία.»·,1,0.15
7.7,1,0.15
υδρολυτικώς,1,0.15
οξειδώσιμη,1,0.15
ανόργανη,1,0.15
επιφανειοδραστικότητα,1,0.15
βίαια,1,0.15
οκτανόλη,1,0.15
8.4.1,1,0.15
8.4.3,1,0.15
9.1.5,1,0.15
προτιμώνται,1,0.15
φύκος,1,0.15
μεμβρανών,1,0.15
7.14β,1,0.15
8.5,1,0.15
8.5.3,1,0.15
αποδομείται,1,0.15
αποκλειστεί,1,0.15
πνευμόνων,1,0.15
μεταβολιτών,1,0.15
ανιχνευόταν,1,0.15
τοξικολογικό,1,0.15
ανοσοτοξικότητας,1,0.15
νευροτοξικότητας,1,0.15
τοξικοκινητική,1,0.15
9.1.3,1,0.15
ιλύ,1,0.15
μικρόβια,1,0.15
εισρέοντα,1,0.15
λύμα,1,0.15
νιτροποίηση,1,0.15
νιτροποιητικών,1,0.15
δοκιμή/-ές,1,0.15
εξετάζει/-ω,1,0.15
αβιοτικός,1,0.15
φωτόλυση,1,0.15
δοκιμής/-ώνς,1,0.15
9.2.2ς,1,0.15
9.2.2,1,0.15
αβιοτική,1,0.15
9.3.1,1,0.15
τρωκτικός,1,0.15
r48,1,0.15
πρόσληψης)·,1,0.15
στοματική,1,0.15
τοξικότητας·,1,0.15
ματιών·,1,0.15
επιδράσεων·,1,0.15
ψάριος,1,0.15
απίθανης,1,0.15
χερσαίους,1,0.15
προσροφηθούν,1,0.15
8.6.3,1,0.15
λειτουργικοποίηση,1,0.15
εκτεθειμένων,1,0.15
εμπλεκομένους,1,0.15
ενέργειες:»·,1,0.15
38–40,1,0.15
κοκκιώδη,1,0.15
2018/1889,1,0.15
συνυπογράφω,1,0.15
αναμορφωθεί,1,0.15
29.7.2017,1,0.15
21.5.2011,1,0.15
υυε,1,0.15
χρηματοδότηση)·,1,0.15
αξιώσεις·,1,0.15
επισπεύδλω,1,0.15
συμφωνημένου,1,0.15
παραδοτέα·,1,0.15
ζήτημα·,1,0.15
κυρώνω,1,0.15
εθνκτ)·,1,0.15
όργανα·,1,0.15
προεδρεύοντης,1,0.15
σύσκεψη,1,0.15
εθνκτ»)·,1,0.15
ισοψηφία,1,0.15
συνεδριάσεις,1,0.15
τηλεδιάσκεψη,1,0.15
αυτοδίκαια,1,0.15
επικαλούμαι,1,0.15
επικαλεστώ,1,0.15
iac,1,0.15
ημερησία,1,0.15
κωδικας,1,0.15
συμβουλίο,1,0.15
διαφαινόμενος,1,0.15
ευρωσυστήματος·ς,1,0.15
στερούμενος,1,0.15
προέδρου·,1,0.15
καλεί,1,0.15
γεννώνται,1,0.15
δεοντολογικού,1,0.15
διατάσσει,1,0.15
λεπτομέρειες·,1,0.15
πρόεδρο·,1,0.15
εμπιστευτικότητάς,1,0.15
μεταχειρίζονται,1,0.15
εργοδότη,1,0.15
παλιάς,1,0.15
2002/6,1,0.15
2015/11,1,0.15
κωδικα,1,0.15
αποκτώ·,1,0.15
εκμεταλλευτώ,1,0.15
αληθείς,1,0.15
διορισμου,1,0.15
υποψηφίου,1,0.15
λειτουργός,1,0.15
χηρεία,1,0.15
αυτοεξαιρούνται,1,0.15
2019/134,1,0.15
εοχ»·,1,0.15
περί»·,1,0.15
600/2014»·,1,0.15
2019/228,1,0.15
αυστρααυστραλίαςαυστραλίας,1,0.15
2019/255,1,0.15
αποσαφηνίστηκαν,1,0.15
αποσαφηνισμένη,1,0.15
εξορθολογίζονται,1,0.15
29.7.2014,1,0.15
γ)»·,1,0.15
εγγυήσεις)»·,1,0.15
38.2α,1,0.15
2019/295,1,0.15
προκαταβολής»·,1,0.15
περίοδος»·,1,0.15
84.2019,1,0.15
1129,1,0.15
2017”αντικαθίστανται,1,0.15
188/2019,1,0.15
2019/1401,1,0.15
29βδ,1,0.15
29βδα,1,0.15
29βδβ,1,0.15
29ββ,1,0.15
190/2019,1,0.15
2019/1402,1,0.15
31ια,1,0.15
2019/1655,1,0.15
2067,1,0.15
2020/80,1,0.15
2016/1212,1,0.15
2020/81,1,0.15
1βγαθ,1,0.15
2019/1006,1,0.15
2019/15,1,0.15
2019/1349,1,0.15
2019/25,1,0.15
εφοδιάζοντάς,1,0.15
εκπονούμενης,1,0.15
ελεγκτική·,1,0.15
ευπαθεία,1,0.15
γνωστών,1,0.15
αιτιολογία·,1,0.15
σσσπ)·,1,0.15
λεπτομέρειάς,1,0.15
πανεπιστημίου,1,0.15
συμφυές,1,0.15
αρκεστεί,1,0.15
απροειδοποίητες,1,0.15
απειλητικά,1,0.15
επιθεωρούμενης,1,0.15
2019/389,1,0.15
μέτρα”·,1,0.15
1033,1,0.15
μέτρων”·,1,0.15
εατ”·,1,0.15
2016/1033,1,0.15
εδώδιμων,1,0.15
2010/15/εε,1,0.15
παραληπτες,1,0.15
αναπόφευκτο,1,0.15
πυρκαγιές,1,0.15
κινητοποιήσεων,1,0.15
αποδοτικά·,1,0.15
δράπανο,1,0.15
πριονοκορδέλα,1,0.15
χλοοκοπτικός,1,0.15
νοικιάζομαι,1,0.15
εμφυτεύομαι,1,0.15
έντασή,1,0.15
κρεβάτι,1,0.15
μαυρίσματος,1,0.15
γυμναστική,1,0.15
σαμπουάν,1,0.15
λούζω,1,0.15
κομμωτής,1,0.15
2001/83/ek,1,0.15
2001/82/ek,1,0.15
επισκευαστούν,1,0.15
ανασκευαστούν,1,0.15
ογαπ]·,1,0.15
ογαπ)·,1,0.15
διένειμε,1,0.15
αποσυρθέντος,1,0.15
ανακληθέν,1,0.15
περιγραφόμενης-ων,1,0.15
κατηγορίας/-ών,1,0.15
3.4.6.1,1,0.15
συμβουλευτείτε,1,0.15
παρακολούθησε,1,0.15
τοπικό,1,0.15
νεοεμφανιζόμενων,1,0.15
γραμμές)·,1,0.15
πλατφόρμας·,1,0.15
5.1)·,1,0.15
μέτρα»)·,1,0.15
η)].,1,0.15
μέτρo,1,0.15
ανεπαρκείς,1,0.15
πληροοφρία,1,0.15
ενθαρύννεται,1,0.15
σταλούν,1,0.15
συνοδευόμενα,1,0.15
εντοπίω,1,0.15
εξαγωγέων,1,0.15
κοινοποιηθέντων,1,0.15
rapex)·,1,0.15
3.4.3.3,1,0.15
απαγορευμένη,1,0.15
κορδονία,1,0.15
ρούχα,1,0.15
διερευνηθείσα/-ες,1,0.15
υπάρχουν)·,1,0.15
αλλαγμένη,1,0.15
διευκρίνιση·,1,0.15
ογαπ·,1,0.15
προαιρετικά·,1,0.15
παραμείνει/-ουν,1,0.15
εμπιστευτικό/-ά,1,0.15
ολόκληρες,1,0.15
έντυπων,1,0.15
διαδικτυακοί,1,0.15
rapexς,1,0.15
συστήματος)·,1,0.15
δραστηρίοτητης,1,0.15
παρακολούθησής,1,0.15
διασαφήση,1,0.15
αποκρώνι,1,0.15
αμφισβητηθούν,1,0.15
αποσυρθούν·,1,0.15
3.4.7.1.3,1,0.15
ποιο/-α,1,0.15
τηρηθεί/-ούν,1,0.15
απόρρητο/-α,1,0.15
τηλεφώνος,1,0.15
συνόρων·,1,0.15
εγκαθιδρυθεί,1,0.15
τεχνογνωσίας,1,0.15
just-rapex@ec.europa.eu,1,0.15
αδιάκοπα,1,0.15
σκιασμένος,1,0.15
κοινοποίησης*,1,0.15
αρχής*,1,0.15
επαγγελματικό,1,0.15
φωτογραφίες,1,0.15
εισαγωγέα/-ων,1,0.15
κοινοποιημένο/-α,1,0.15
μέτρο/-,1,0.15
αντιδρώσα,1,0.15
κοινοποιημένη,1,0.15
προϊόντος*,1,0.15
kαθoρίοτηκε,1,0.15
επίπεδo,1,0.15
θεσπίοτηκε,1,0.15
κοινοποίησης,1,0.15
σταλείσας,1,0.15
επικινδυνοτητας,1,0.15
καταναλωτικων,1,0.15
σιδερώματος,1,0.15
καθαριστικό,1,0.15
νομογραφήματος,1,0.15
ανεκτίμητος,1,0.15
διαμορφώνο,1,0.15
χρήση/-εις,1,0.15
χρονοβόρος,1,0.15
αναρρίχηση,1,0.15
αναρριχώνται,1,0.15
πέσουν,1,0.15
αναρριχάται,1,0.15
προσεκτικό,1,0.15
φραγμένος,1,0.15
γαντιών,1,0.15
ολίγοις,1,0.15
αναστρέψιμοι,1,0.15
14121,1,0.15
εξειδικευμένα,1,0.15
συγκεντρωθείσες,1,0.15
δώνω,1,0.15
ρεαλιστικότερες,1,0.15
έμπειρων,1,0.15
μικρο-)βιολόγος,1,0.15
στατιστικολόγος,1,0.15
κατόρθωσαν,1,0.15
συνομιλώ,1,0.15
παραγωγικότερος,1,0.15
σενάριο/-α,1,0.15
κομμάτι,1,0.15
τυφλώνω,1,0.15
υπερθερμανθεί,1,0.15
σθεναρός,1,0.15
συγκεκριμένη/-ες,1,0.15
τιμή/-ες,1,0.15
οριακής/-ών,1,0.15
τιμής/-ών,1,0.15
απαίτησης/-ων,1,0.15
ξεπεραστεί,1,0.15
παιχνιδιού,1,0.15
επικίνδυνα·,1,0.15
κουκκίδα,1,0.15
συγκεκριμένες,1,0.15
2.2·,1,0.15
rcr,1,0.15
μεταλλαξιογένεση,1,0.15
ενδεχόμενη/-ες,1,0.15
προσδιορίζει/-ζω,1,0.15
υπερθερμανθούν,1,0.15
συναρμολογούμενος,1,0.15
θερμοφόρες,1,0.15
κάψουν,1,0.15
κόψουν,1,0.15
παγιδέψει,1,0.15
δάχτυλά,1,0.15
αποσπώνται,1,0.15
παιχνίδι,1,0.15
καταπιώ,1,0.15
πνιγμονή·,1,0.15
κορδόνι,1,0.15
κουκούλα,1,0.15
αδιάβροχου,1,0.15
στραγγαλισμό·,1,0.15
γυμνά,1,0.15
αερόθερμος,1,0.15
υπερθερμαίνεται,1,0.15
δηλητηριάσει,1,0.15
βακτηριολογικός,1,0.15
μόλυνση·,1,0.15
τηλέφωνα-παιχνίδια,1,0.15
ηχώ,1,0.15
παιδιών·,1,0.15
υπερηχητικός,1,0.15
δυσλειτουργούντα,1,0.15
φρένα,1,0.15
πρότυπο/-α].,1,0.15
φωσφορίζοντα,1,0.15
φορώ,1,0.15
επισύρουν,1,0.15
αντηλιακός,1,0.15
χτυπήζω,1,0.15
αλυσοπρίονων,1,0.15
παρισταμένος,1,0.15
συμπεριλαμβανομένου/-ων,1,0.15
κινδύνου/-ων,1,0.15
ευάλωτων,1,0.15
καεί,1,0.15
αντιληφθούν,1,0.15
μπουσουλάνε,1,0.15
θελκτικός,1,0.15
3.5,1,0.15
χαραχτεί,1,0.15
μακρότερος,1,0.15
εξοικειώνω,1,0.15
απρόσεκτος,1,0.15
μαστορέματα,1,0.15
τροχοπέδιλα,1,0.15
κράνη,1,0.15
αγνοάνω,1,0.15
παρανοηθώ,1,0.15
τραυματισμό/-ούς,1,0.15
ατύχημα·,1,0.15
υπερβάλλω,1,0.15
περιλάβουν,1,0.15
εντονός,1,0.15
ζέστη,1,0.15
ευλογοφάνειας,1,0.15
απαρατήρητο,1,0.15
θεραπευθεί,1,0.15
δυνατό·,1,0.15
θερμαίνεται,1,0.15
αποσπάνω,1,0.15
αιχμηρού,1,0.15
επώδυνος,1,0.15
αισθήση,1,0.15
αναίσθητος,1,0.15
εισπνεύσει,1,0.15
διαβάνω,1,0.15
καταλάβει,1,0.15
αναστρεψιμότητα,1,0.15
καρφώζω,1,0.15
εκτιμηθεί·,1,0.15
πιθανοτήτω,1,0.15
επικριθεί,1,0.15
διαφανέσς,1,0.15
στηριχτούν,1,0.15
ταξινομήζω,1,0.15
1/1000000,1,0.15
σπασίματο,1,0.15
χτυπώ,1,0.15
εκτινασσόμενος,1,0.15
στεκόταν,1,0.15
1/3,1,0.15
1/6000,1,0.15
πεπειραμένος,1,0.15
ερωτηθεί,1,0.15
πιθανότητά,1,0.15
πιθανότητας/-ων,1,0.15
διαχειριστείτε,1,0.15
επεξηγήζω,1,0.15
επικινδυνοτήτων,1,0.15
κουτιού,1,0.15
αναψυκτικός,1,0.15
ξεσφιχτεί,1,0.15
καταπιείς,1,0.15
εθνική(-ές,1,0.15
καθορίσει(-ω,1,0.15
κίνδυνό,1,0.15
πρότυπο/-α,1,0.15
περιλάβετε,1,0.15
κίνδυνος/-οι,1,0.15
προκαλεί/-ούν,1,0.15
τραυματισμό/-ός,1,0.15
δυσμενή/-ής,1,0.15
επίπτωση/-εις,1,0.15
ταυτόχρονοι,1,0.15
περιλάβετέ,1,0.15
περιγράφετε,1,0.15
περισσότερους,1,0.15
εκτιμήσατε,1,0.15
ορίσατε,1,0.15
συνδυάστε,1,0.15
μετακινήστε,1,0.15
παράμετροί,1,0.15
θελήσω,1,0.15
κλίνετε,1,0.15
μπορούσατε,1,0.15
συζητήσω,1,0.15
πεπειραμένους,1,0.15
αναπτύξτε,1,0.15
προσδιορίσετε,1,0.15
νομίζετε,1,0.15
εντοπίσατε,1,0.15
αποτελεσματικότερων,1,0.15
τεκμηριώστε,1,0.15
διαβιβάστε,1,0.15
εκθέτετε,1,0.15
αντιμετωπίσατε,1,0.15
αναδιπλούμενο,1,0.15
παγιδευτούν,1,0.15
επικινδυνότητας/-ων,1,0.15
δαχτύλου,1,0.15
μετακινεί,1,0.15
πιάνει,1,0.15
διπλώνω,1,0.15
οριζόντιου,1,0.15
πιάνοντάς,1,0.15
αναδιπλούμενου,1,0.15
μακριού,1,0.15
θανατηφόρα,1,0.15
διέλθουν,1,0.15
σφηνώσουν,1,0.15
τραβήξει,1,0.15
τραβώ,1,0.15
πωμάτων,1,0.15
εκτιμώμενοι,1,0.15
κουρτίνα,1,0.15
δωμάτιο,1,0.15
κόκκος,1,0.15
κόκκων,1,0.15
00675,1,0.15
χειρότερος,1,0.15
αισθητήριος,1,0.15
σκοντάφτω,1,0.15
λάρυγγας,1,0.15
φράζω,1,0.15
αποκόπτω,1,0.15
κολλώνη,1,0.15
αντικείμενο·,1,0.15
τρύπημα·,1,0.15
οφθαλμό·,1,0.15
αιχμηρής,1,0.15
άκρη·,1,0.15
τέμνω,1,0.15
περπατά,1,0.15
επιφάνειας·,1,0.15
απότριψη,1,0.15
ενδύματά,1,0.15
ανατρέπεται·,1,0.15
κάταγμα·ς,1,0.15
πλήττεται·,1,0.15
κινούνται·,1,0.15
συνθλίβω,1,0.15
ψαλιδιού)·,1,0.15
μπλέκω,1,0.15
κεφαλιού)·,1,0.15
παρασύρω,1,0.15
επιταχυνόμενος,1,0.15
κραδασμοί,1,0.15
οστεο-αρθριτικός,1,0.15
τραύμα,1,0.15
αγγειακή,1,0.15
εμβοέςς,1,0.15
τήξεως,1,0.15
γυμνή,1,0.15
θερμές,1,0.15
χύνω,1,0.15
πνευμόνων·,1,0.15
αφυδάτωση,1,0.15
ψυχρές,1,0.15
κρυοπάγημα,1,0.15
ζεμάτισμα·,1,0.15
emf)·,1,0.15
μικροκύμα,1,0.15
νευρολογική,1,0.15
εύφλεκτες,1,0.15
ουσία·,1,0.15
μείγμα·,1,0.15
καιόμενος,1,0.15
μάτι·,1,0.15
πυρκαγιά·,1,0.15
δηλητηριάζω,1,0.15
αναρρόφηση)·,1,0.15
πνεύμονες·,1,0.15
ευαισθητοποίηση·,1,0.15
ανατομικός,1,0.15
δυσχερή,1,0.15
αγνόηση,1,0.15
απροσδόκητη,1,0.15
σπάει·,1,0.15
απούσα,1,0.15
ακούω,1,0.15
οξύς,1,0.15
θύματος,1,0.15
γιατρός,1,0.15
πόνο·,1,0.15
απογόνους·,1,0.15
άκρων,1,0.15
εξηγηθεί,1,0.15
βαθύς,1,0.15
τένοντας,1,0.15
λευκό,1,0.15
κερατοειδής,1,0.15
χιτώνας,1,0.15
νεύρο,1,0.15
νωτιαίου,1,0.15
μυελού,1,0.15
βλάβη/,1,0.15
μώλωπες,1,0.15
οίδημα,1,0.15
μείζων,1,0.15
κώμα,1,0.15
κατάγματος,1,0.15
αποκόλληση,1,0.15
τενόντων,1,0.15
αυχενικός,1,0.15
κάκωση,1,0.15
αγκώνας,1,0.15
δοντιού,1,0.15
αστράγαλος,1,0.15
ώμος,1,0.15
στέρνο,1,0.15
οστά,1,0.15
πέριξ,1,0.15
συνθλιπτικό,1,0.15
δάχτυλα,1,0.15
μέσος-κάτω,1,0.15
ποδιούς,1,0.15
πόδια,1,0.15
περιορισμένο,1,0.15
βαθύτερα,1,0.15
κοιλιακός,1,0.15
θωρακικό,1,0.15
βαθείς,1,0.15
έντερο,1,0.15
προσληφθέν,1,0.15
σφηνωμένος,1,0.15
ψηλά,1,0.15
ζεμάτισμα/(από,1,0.15
πρώτου,1,0.15
6-15,1,0.15
μούδιασμα,1,0.15
επιληπτικός,1,0.15
αυτιά,1,0.15
φλεγμονή,1,0.15
φλεγμονώδεις,1,0.15
αναφυλακτικός,1,0.15
ψυχοργανικός,1,0.15
σύνδρομο,1,0.15
ops·,1,0.15
ελαιοχρωματιστός,1,0.15
απογόνος,1,0.15
κνς,1,0.15
αντιβιοτικός,1,0.15
σ—ς,1,0.15
υ—,1,0.15
m—,1,0.15
δρώντης,1,0.15
https://ec.europa.eu/consumers/consumer-safety/rag/#/screen/home,1,0.15
4.4.5,1,0.15
rpa,1,0.15
2001/95/ec,1,0.15
between,1,0.15
https://ec.europa.eu/food/safety/chemical_safety/contaminants/catalogue_en,1,0.15
legislative,1,0.15
prescribed,1,0.15
http://ec.europa.eu/food/fs/scoop/9.1_sr_en.pdf,1,0.15
26.6.2009,1,0.15
71-1:2005,1,0.15
2013/674/εε,1,0.15
26.11.2013,1,0.15
sccs/,1,0.15
1564/15,1,0.15
όλων,1,0.15
τηλεφώνημα,1,0.15
unambiguously,1,0.15
http://guidance.echa.europa.eu/docs/guidance_document/information_requirements_en.htm,1,0.15
ογαπ/,1,0.15
απόβλητος,1,0.15
εύθραυστα,1,0.15
ήρεμα,1,0.15
κατάσβεση,1,0.15
πετάξει,1,0.15
συμπεριφερθούν,1,0.15
2019/421,1,0.15
2016/c,1,0.15
προπληρωμένος,1,0.15
προθεσμίακή,1,0.15
λουξεμβουργιανής,1,0.15
πωλούνταν,1,0.15
δανειολήπτρια,1,0.15
δανείστριας,1,0.15
1/[(,1,0.15
συσσωρέυομαι,1,0.15
κατέγραφε,1,0.15
650-850,1,0.15
αφορολόγητη,1,0.15
αποτυπώθηκε,1,0.15
περιέχεται,1,0.15
συνοδευόμενες,1,0.15
παραπέμπουμε,1,0.15
40000-50000,1,0.15
εθνικου,1,0.15
νομικου,1,0.15
–που,1,0.15
φορολογηση,1,0.15
νομοσχεδίου,1,0.15
φορολογησης,1,0.15
δέχθηκαν,1,0.15
χωριστεί,1,0.15
–ένας,1,0.15
ανάλυση–,1,0.15
επικαλέστηκαν,1,0.15
παρεξέκλινε,1,0.15
χρησιμοποιησε,1,0.15
εσφαλμενο,1,0.15
ιδιόμορφος,1,0.15
κεφαλαιοποιημένοι,1,0.15
κάλυψαν,1,0.15
συνάπτοντας,1,0.15
επικερδή,1,0.15
συλλογιστική,1,0.15
ενδοομολικός,1,0.15
συνενωθεί,1,0.15
engue,1,0.15
επιλεκτικοτητα,1,0.15
αμείφθηκαν,1,0.15
απάλλαξε,1,0.15
επιδιώχθηκε,1,0.15
φορολογηθούν,1,0.15
παρέκκλιναν,1,0.15
συντάγματος,1,0.15
φορολογήθηκε,1,0.15
